step	score_time
0	0.5359839916229248
1	0.2839358806610107
2	0.1708693504333496
3	0.5223300933837891
4	0.2989342212677002
5	0.1755671977996826
6	0.5252168655395508
7	0.2987077713012695
8	0.17555613517761232
9	0.5272617816925049
10	0.42186150550842283
11	0.42357234954833983
12	0.41171607971191404
13	0.41465058326721194
14	0.4284635543823242
15	0.07353286743164063
16	0.404175853729248
17	0.44181175231933595
